Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
317f9ea9-f5c6-4af4-8641,27-01-2024,06:37:20,Station,Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,27-01-2024,08:00:00,10:15:00,11:15:00,Delayed,Weather,No
c3a910cc-b7ee-44d1-894a,27-01-2024,06:38:51,Online,Contactless,Adult,Standard,Advance,6,Liverpool Lime Street,Sheffield,28-01-2024,05:00:00,06:15:00,06:15:00,On Time,NA,No
77108c54-0648-46e5-aef3,27-01-2024,06:41:22,Online,Credit Card,Adult,Standard,Off-Peak,71,London Euston,Manchester Piccadilly,27-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
d123e5b0-26fa-4449-aef5,27-01-2024,06:42:48,Station,Credit Card,None,First Class,Off-Peak,200,Manchester Piccadilly,London Euston,27-01-2024,08:00:00,09:50:00,10:44:00,Delayed,Weather,No
fa9c7160-3a89-42b7-a0c6,27-01-2024,06:43:28,Station,Credit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,27-01-2024,08:00:00,10:15:00,11:15:00,Delayed,Weather,No
2a4a2e67-c861-457a-972f,27-01-2024,06:44:20,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,05:00:00,06:50:00,06:50:00,On Time,NA,No
93b4eb86-9d28-4f51-b026,27-01-2024,06:51:37,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27-01-2024,08:15:00,09:35:00,09:35:00,On Time,NA,No
a9d9317d-ab9f-4b20-b15a,27-01-2024,06:56:09,Online,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,27-01-2024,08:15:00,10:05:00,10:05:00,On Time,NA,No
0c2d36b9-2514-4ea8-bb3f,27-01-2024,07:16:52,Online,Credit Card,None,Standard,Off-Peak,26,London Paddington,Oxford,27-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
ccba4268-41d0-42e3-9c20,27-01-2024,07:17:00,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,27-01-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
ce3d9d7e-f4fc-48f4-bf2b,27-01-2024,07:26:25,Online,Credit Card,None,Standard,Off-Peak,26,London Paddington,Oxford,27-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
7c2585d8-e3dd-4b8f-a2e0,27-01-2024,07:26:59,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,27-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
79d3ac3c-3d58-4090-8f85,27-01-2024,07:28:35,Online,Credit Card,None,Standard,Off-Peak,26,London Paddington,Oxford,27-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
cff01439-984b-4f34-8226,27-01-2024,07:36:41,Online,Contactless,None,First Class,Advance,57,London Kings Cross,York,28-01-2024,06:00:00,07:50:00,07:50:00,On Time,NA,No
c945b211-dc04-486e-9d65,27-01-2024,07:37:50,Online,Debit Card,Senior,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,27-01-2024,09:00:00,10:20:00,10:20:00,On Time,NA,No
e52f610a-bee9-40c5-82c2,27-01-2024,07:38:04,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,27-01-2024,09:00:00,10:00:00,10:00:00,On Time,NA,No
18fad753-2d6c-4dde-ba39,27-01-2024,07:45:36,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
8a5b52eb-cb45-4560-be73,27-01-2024,07:46:01,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:15:00,09:45:00,10:13:00,Delayed,Weather,No
123bc7e9-3821-45d2-b639,27-01-2024,07:49:24,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,28-01-2024,06:15:00,07:15:00,07:15:00,On Time,NA,No
7b2e6e20-fd00-4f7d-97be,27-01-2024,07:51:30,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
5284b998-628d-4c60-b06e,27-01-2024,07:52:30,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:15:00,09:45:00,10:13:00,Delayed,Weather,No
455de1a3-2bcd-4393-af93,27-01-2024,07:55:32,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:15:00,09:45:00,10:13:00,Delayed,Weather,No
d815ad42-115d-4799-94f7,27-01-2024,07:57:44,Online,Debit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:15:00,09:45:00,10:13:00,Delayed,Weather,No
8e8c8d7e-eda4-42ef-97f0,27-01-2024,07:59:01,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:15:00,09:45:00,10:13:00,Delayed,Weather,No
5ee92686-38f5-4e2a-96cb,27-01-2024,08:03:42,Online,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,09:30:00,10:00:00,10:00:00,On Time,NA,No
7af8bda7-ea16-4c5c-b93e,27-01-2024,08:04:11,Online,Credit Card,Disabled,First Class,Advance,39,Birmingham New Street,London St Pancras,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
a6267654-fd08-42ce-a1e5,27-01-2024,08:04:16,Online,Credit Card,Disabled,Standard,Advance,4,York,Doncaster,28-01-2024,06:30:00,07:00:00,07:50:00,Delayed,Staff Shortage,No
918256a3-b0c8-41f5-8344,27-01-2024,08:04:25,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
a8a411d6-e5bf-4bd4-8c89,27-01-2024,08:04:52,Online,Credit Card,None,First Class,Advance,11,York,Doncaster,28-01-2024,06:30:00,07:00:00,07:50:00,Delayed,Staff Shortage,No
2dad2c55-6305-4214-af39,27-01-2024,08:05:31,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,28-01-2024,06:30:00,07:30:00,07:30:00,On Time,NA,No
9c3b14b6-bd59-47f3-9e3a,27-01-2024,08:09:23,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
056d9b1b-6054-4dd3-a972,27-01-2024,08:11:31,Online,Credit Card,Disabled,Standard,Advance,21,London St Pancras,Wolverhampton,28-01-2024,06:30:00,08:00:00,08:00:00,On Time,NA,No
b1539d9d-f8b2-4ccf-8888,27-01-2024,08:11:41,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
8c6a8e18-9983-4d7c-acf7,27-01-2024,08:11:42,Online,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
a061bba5-bd7b-4aa2-9b37,27-01-2024,08:13:03,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,28-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
b64933b5-764a-4a3f-a868,27-01-2024,08:13:45,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,03-02-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
44a99ae0-4cf2-4501-af4e,27-01-2024,08:17:03,Online,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,07:45:00,08:15:00,08:15:00,On Time,NA,No
3ebd15e4-bb3c-4824-8ecc,27-01-2024,08:20:59,Online,Credit Card,None,First Class,Advance,27,London Paddington,Reading,28-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
c7e01be9-a71b-4414-a60a,27-01-2024,08:23:43,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28-01-2024,06:45:00,08:05:00,08:05:00,On Time,NA,No
ae8afa6c-f537-4c64-b2f9,27-01-2024,08:23:52,Online,Credit Card,None,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,28-01-2024,06:45:00,07:15:00,,Cancelled,Staff Shortage,No
14852e4e-d13c-4e10-9498,27-01-2024,08:23:54,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
ff86ae4d-0469-4e86-bd58,27-01-2024,08:25:33,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
b9bcfbf1-b6bf-4666-893b,27-01-2024,08:35:06,Online,Credit Card,None,Standard,Off-Peak,35,Liverpool Lime Street,Birmingham New Street,27-01-2024,10:00:00,11:30:00,11:30:00,On Time,NA,No
7d081487-6d64-41a8-980f,27-01-2024,08:40:41,Online,Contactless,Adult,Standard,Advance,11,Oxford,Bristol Temple Meads,28-01-2024,07:00:00,08:15:00,08:15:00,On Time,NA,No
b1429b58-ea98-4304-bcf5,27-01-2024,09:00:12,Online,Credit Card,None,First Class,Advance,30,Reading,Swindon,28-01-2024,07:30:00,08:15:00,,Cancelled,Weather Conditions,No
fcea9181-3dad-401c-a47e,27-01-2024,09:05:06,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,28-01-2024,07:30:00,08:50:00,08:50:00,On Time,NA,No
d88d857f-a40c-4670-a991,27-01-2024,09:05:27,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
14f941c2-8e62-4b44-ab97,27-01-2024,09:07:16,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,28-01-2024,07:30:00,08:40:00,08:40:00,On Time,NA,No
8d58aba0-1312-46cc-9102,27-01-2024,09:09:39,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
9d10030d-0349-436e-b56b,27-01-2024,09:12:36,Online,Credit Card,None,Standard,Advance,5,Bristol Temple Meads,Cardiff Central,28-01-2024,07:30:00,07:55:00,07:55:00,On Time,NA,No
3022de3f-078e-4dc3-9cff,27-01-2024,09:12:36,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
10f8284e-c866-4419-a697,27-01-2024,09:12:50,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28-01-2024,07:30:00,08:00:00,08:00:00,On Time,NA,No
9622bc36-0008-4f64-aa65,27-01-2024,09:13:21,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,28-01-2024,07:30:00,08:40:00,08:40:00,On Time,NA,No
5d2e4884-7a3e-40b9-9588,27-01-2024,09:30:27,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,27-01-2024,11:00:00,11:30:00,11:30:00,On Time,NA,No
91807cd5-1b86-4c3f-a0dc,27-01-2024,09:34:47,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,28-01-2024,08:00:00,10:15:00,10:42:00,Delayed,Weather,No
0b00335d-9b29-4606-abb4,27-01-2024,09:35:38,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,11:00:00,11:30:00,14:25:00,Delayed,Staff Shortage,No
a2bff053-2845-4b21-a6f9,27-01-2024,09:36:26,Online,Contactless,None,Standard,Off-Peak,26,Oxford,Bristol Temple Meads,27-01-2024,11:00:00,12:15:00,12:15:00,On Time,NA,No
05fbca53-b400-4729-bd4d,27-01-2024,09:36:34,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,28-01-2024,08:00:00,10:15:00,10:42:00,Delayed,Weather,No
a55dffb9-1536-4b9e-801a,27-01-2024,09:37:15,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
46af3b33-11b0-4ebe-8282,27-01-2024,09:37:26,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,28-01-2024,08:00:00,10:15:00,10:42:00,Delayed,Weather,No
eb6a84ad-67b1-4040-a10c,27-01-2024,09:38:17,Station,Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,28-01-2024,08:00:00,10:15:00,10:42:00,Delayed,Weather,No
7452cf9a-e3d1-4147-b128,27-01-2024,09:39:52,Station,Credit Card,Adult,Standard,Off-Peak,24,York,Edinburgh,27-01-2024,11:00:00,13:30:00,13:30:00,On Time,NA,No
8c908a77-c2ba-4ee4-bc6a,27-01-2024,09:39:58,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,27-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
51028640-452f-480f-9fe7,27-01-2024,09:42:34,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,11:00:00,11:30:00,14:25:00,Delayed,Staff Shortage,No
8b893ae8-ee08-4064-bc02,27-01-2024,09:42:56,Station,Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,28-01-2024,08:00:00,10:15:00,10:42:00,Delayed,Weather,No
c4161ec8-7968-4863-90de,27-01-2024,10:17:01,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,27-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
549b554c-5492-46d4-a777,27-01-2024,10:20:36,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
03bc8941-70bb-4c69-b0c1,27-01-2024,10:21:45,Station,Contactless,Disabled,Standard,Advance,23,London Kings Cross,York,14-02-2024,08:45:00,10:35:00,10:35:00,On Time,NA,No
7dd71b94-0124-4f9a-9c1d,27-01-2024,10:22:35,Station,Contactless,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,08:45:00,09:15:00,09:15:00,On Time,NA,No
57d33dbb-d516-496c-a0bd,27-01-2024,10:30:16,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,09:00:00,10:00:00,10:00:00,On Time,NA,No
11bf3f42-8dfa-4ca4-90b8,27-01-2024,10:30:25,Online,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
37412904-b2c0-4298-9756,27-01-2024,10:37:58,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,28-01-2024,09:00:00,09:45:00,12:25:00,Delayed,Signal Failure,No
e77efc85-ccc2-4579-b023,27-01-2024,10:43:02,Online,Credit Card,None,Standard,Off-Peak,128,Manchester Piccadilly,London St Pancras,27-01-2024,12:00:00,14:15:00,14:15:00,On Time,NA,No
23d6f9de-07f7-4d45-92a0,27-01-2024,10:44:25,Online,Credit Card,Disabled,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
208d6f28-a3d6-4613-9e01,27-01-2024,10:44:59,Online,Credit Card,Disabled,First Class,Off-Peak,10,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
00fcdf05-a203-41e5-ad08,27-01-2024,10:47:17,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,09:15:00,09:45:00,10:29:00,Delayed,Weather,No
c2f6a3b1-1f2b-4ff0-ba3e,27-01-2024,10:48:17,Online,Debit Card,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,09:15:00,09:45:00,10:29:00,Delayed,Weather,No
34cd02bc-f7e4-4590-95c4,27-01-2024,10:52:13,Station,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,27-01-2024,12:15:00,14:05:00,14:05:00,On Time,NA,No
22da4493-0d39-4b08-8415,27-01-2024,10:53:11,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,09:15:00,09:45:00,10:29:00,Delayed,Weather,No
59d6d479-9db6-451c-981a,27-01-2024,10:56:21,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,09:15:00,10:15:00,10:15:00,On Time,NA,No
b3499152-ad91-4b1c-84b4,27-01-2024,11:31:50,Online,Contactless,None,First Class,Off-Peak,86,London Kings Cross,York,27-01-2024,13:00:00,14:50:00,14:50:00,On Time,NA,No
6107e22f-8af1-47ed-929c,27-01-2024,11:35:42,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27-01-2024,13:00:00,14:20:00,14:20:00,On Time,NA,No
848ff6ca-ba03-448e-8193,27-01-2024,11:47:00,Station,Credit Card,None,Standard,Advance,77,Liverpool Lime Street,London St Pancras,28-01-2024,10:15:00,12:45:00,,Cancelled,Weather,Yes
12fbe2df-4dcf-48eb-98f6,27-01-2024,11:50:35,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
b65cf17e-6542-4f2b-bcc7,27-01-2024,11:52:36,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
e66440e1-d2bc-4d5c-bffb,27-01-2024,11:54:32,Station,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
9541f425-a35e-435f-8a35,27-01-2024,11:57:03,Station,Debit Card,Adult,First Class,Advance,19,Birmingham New Street,Manchester Piccadilly,28-01-2024,11:15:00,12:35:00,12:49:00,Delayed,Technical Issue,Yes
3823e4c4-e737-42c5-b738,27-01-2024,12:00:43,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28-01-2024,10:30:00,12:20:00,12:20:00,On Time,NA,No
b3572961-24be-47bf-8598,27-01-2024,12:06:36,Online,Contactless,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,27-01-2024,13:30:00,14:50:00,14:50:00,On Time,NA,No
5331e65c-bc16-48d1-ace2,27-01-2024,12:07:46,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
83118636-42a8-4dbd-b112,27-01-2024,12:38:44,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,11:00:00,11:30:00,13:01:00,Delayed,Staff Shortage,No
403c99a7-dabb-4f3c-a456,27-01-2024,12:39:53,Online,Contactless,None,Standard,Advance,17,Oxford,Bristol Temple Meads,15-02-2024,11:00:00,12:15:00,12:15:00,On Time,NA,No
f7550c29-00bd-4488-a3ba,27-01-2024,12:40:34,Station,Credit Card,None,First Class,Off-Peak,41,London Paddington,Reading,27-01-2024,14:00:00,15:00:00,15:00:00,On Time,NA,No
334a6e1f-9520-44d2-a11c,27-01-2024,12:53:28,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,11:15:00,11:45:00,11:45:00,On Time,NA,No
a179f245-8130-4099-b6fa,27-01-2024,12:55:58,Online,Credit Card,Adult,First Class,Advance,7,Liverpool Lime Street,Manchester Piccadilly,28-01-2024,11:15:00,11:45:00,12:19:00,Delayed,Technical Issue,No
8f503a0d-85a9-4563-8e5b,27-01-2024,13:23:42,Online,Credit Card,Senior,Standard,Advance,23,London Kings Cross,York,28-01-2024,09:30:00,11:20:00,11:20:00,On Time,NA,No
e04a6c59-e962-49e7-8c06,27-01-2024,13:30:51,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,27-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
a444a06a-8a5b-4933-b135,27-01-2024,13:35:00,Online,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,02-02-2024,12:00:00,12:45:00,12:45:00,On Time,NA,No
7630a158-010f-43b7-8ea5,27-01-2024,13:38:02,Online,Contactless,Senior,Standard,Off-Peak,13,London Paddington,Reading,27-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
a688f241-6a47-4a12-9aa7,27-01-2024,14:04:27,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28-01-2024,12:30:00,13:00:00,13:00:00,On Time,NA,No
a9a0d437-4b50-41ae-9445,27-01-2024,14:08:48,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28-01-2024,12:30:00,13:00:00,13:00:00,On Time,NA,No
5fca643f-a7eb-4ab4-a31b,27-01-2024,14:11:19,Station,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,27-01-2024,15:30:00,15:55:00,15:55:00,On Time,NA,No
64c6ce4f-e73b-46b5-b627,27-01-2024,14:12:15,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,28-01-2024,12:30:00,13:50:00,13:50:00,On Time,NA,No
4fc1a9d7-7231-45ca-a184,27-01-2024,14:22:33,Online,Credit Card,None,First Class,Advance,27,London Paddington,Reading,28-01-2024,12:45:00,13:45:00,13:45:00,On Time,NA,No
1f74d1c1-67dd-4eba-832c,27-01-2024,14:22:41,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,15:45:00,16:15:00,16:15:00,On Time,NA,No
bdef7902-8198-40c1-b167,27-01-2024,14:23:14,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,15:45:00,17:05:00,17:05:00,On Time,NA,No
2f74f46a-e668-4586-9660,27-01-2024,14:24:02,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,15:45:00,17:05:00,17:05:00,On Time,NA,No
9e52f35b-76ed-4c4c-894a,27-01-2024,14:24:14,Online,Credit Card,Disabled,First Class,Off-Peak,52,London Euston,Birmingham New Street,27-01-2024,15:45:00,17:05:00,17:05:00,On Time,NA,No
a5e18ed1-1e0c-4f6a-bffd,27-01-2024,14:25:16,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,15:45:00,16:15:00,16:15:00,On Time,NA,No
c11aa9d8-4b37-4003-9f70,27-01-2024,14:27:52,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,27-01-2024,15:45:00,17:35:00,17:35:00,On Time,NA,No
aed59c3b-147a-43f4-aaa7,27-01-2024,14:30:39,Station,Debit Card,Disabled,First Class,Off-Peak,52,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
67a3cbe5-62e5-48d1-a5a4,27-01-2024,14:34:01,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
d76d560f-0cfa-40f4-b9d6,27-01-2024,14:34:28,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
c6e7931b-94ca-4603-8ff6,27-01-2024,14:35:09,Station,Debit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
22578fe7-39d3-433b-9fe5,27-01-2024,14:37:19,Station,Debit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
6710e92b-d43d-467b-9713,27-01-2024,14:43:00,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,27-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
095b3246-75bb-4821-ba6c,27-01-2024,14:50:15,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
d1699439-a8d4-44a0-8725,27-01-2024,14:55:58,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,27-01-2024,16:15:00,18:05:00,18:05:00,On Time,NA,No
212a1c99-694d-43bb-b55d,27-01-2024,14:58:10,Online,Contactless,Adult,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
14967049-2c11-4ec5-be93,27-01-2024,14:59:01,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
951a5ef5-288b-47d1-b81b,27-01-2024,14:59:06,Online,Contactless,Adult,Standard,Off-Peak,2,Manchester Piccadilly,Liverpool Lime Street,27-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
42f7a8da-1628-4978-ac71,27-01-2024,15:11:16,Station,Debit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,27-01-2024,15:30:00,17:20:00,17:38:00,Delayed,Staffing,Yes
f7ea1f56-4a3c-49b1-8ab1,27-01-2024,15:11:31,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,13:30:00,14:30:00,14:30:00,On Time,NA,No
f033e540-8692-4dd6-9b28,27-01-2024,15:11:55,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,27-01-2024,17:45:00,19:35:00,19:35:00,On Time,NA,No
2d4797a1-71ed-4656-b6f8,27-01-2024,15:15:20,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,27-01-2024,17:45:00,19:35:00,19:35:00,On Time,NA,No
3f4f4979-6bfd-4fb3-b71b,27-01-2024,15:16:54,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,27-01-2024,17:45:00,19:35:00,19:35:00,On Time,NA,No
e1b98483-7f67-4fdc-9aa0,27-01-2024,15:19:11,Online,Contactless,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,27-01-2024,16:45:00,19:00:00,19:00:00,On Time,NA,No
1ba63cdb-3c5f-4568-8e36,27-01-2024,15:21:19,Station,Credit Card,None,Standard,Off-Peak,8,Birmingham New Street,Stafford,27-01-2024,17:45:00,18:15:00,18:15:00,On Time,NA,No
0be45319-1389-4423-87f5,27-01-2024,15:21:37,Station,Contactless,None,First Class,Advance,27,London Paddington,Reading,28-01-2024,13:45:00,14:45:00,14:45:00,On Time,NA,No
574ecbda-c71c-422a-933e,27-01-2024,15:30:20,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,28-01-2024,14:00:00,15:00:00,15:00:00,On Time,NA,No
c391ca8a-8b1d-48e5-8bbc,27-01-2024,15:35:42,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,27-01-2024,17:00:00,18:20:00,18:20:00,On Time,NA,No
4daa7148-5588-4f59-8a34,27-01-2024,15:53:48,Online,Contactless,Disabled,Standard,Off-Peak,22,Birmingham New Street,London St Pancras,27-01-2024,17:15:00,18:35:00,18:35:00,On Time,NA,No
a0c970a8-cde6-4fc1-934e,27-01-2024,16:01:16,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28-01-2024,14:30:00,15:50:00,15:50:00,On Time,NA,No
